t, yaw, pitch, roll, isCalibrated
9.571936,9.540467,-0.452335,0.009686,-0.082391,1
9.586941,9.555481,-0.453116,0.009800,-0.081653,1
9.601917,9.570405,-0.453167,0.009301,-0.080894,1
9.617179,9.585688,-0.453282,0.007878,-0.079921,1
9.631901,9.600413,-0.453661,0.005817,-0.078726,1
9.647177,9.615659,-0.453831,0.004144,-0.077935,1
9.662023,9.630525,-0.453954,0.003492,-0.077897,1
9.677360,9.645841,-0.454876,0.003672,-0.078453,1
9.692019,9.660517,-0.456285,0.004460,-0.079254,1
9.707485,9.675982,-0.457437,0.005696,-0.080249,1
9.722170,9.690671,-0.458266,0.006861,-0.081075,1
9.737388,9.705877,-0.459126,0.007083,-0.081696,1
9.752304,9.720816,-0.459724,0.006253,-0.082249,1
9.767577,9.736079,-0.459992,0.004664,-0.082822,1
9.782341,9.750827,-0.460493,0.003224,-0.083498,1
9.797554,9.766049,-0.461218,0.002771,-0.084113,1
9.812498,9.781015,-0.461837,0.003322,-0.084644,1
9.827870,9.796373,-0.462291,0.003798,-0.084797,1
9.842576,9.811074,-0.462569,0.003218,-0.084327,1
9.857773,9.826276,-0.462169,0.001513,-0.083746,1
9.872859,9.841365,-0.461013,-0.000549,-0.083427,1
9.887887,9.856383,-0.459630,-0.002291,-0.083162,1
9.902738,9.871229,-0.458747,-0.003711,-0.082840,1
9.917955,9.886496,-0.458567,-0.004680,-0.082340,1
9.932781,9.901272,-0.458648,-0.004785,-0.081874,1
9.948076,9.916585,-0.458691,-0.004047,-0.081414,1
9.962891,9.931391,-0.458721,-0.002693,-0.081149,1
9.978121,9.946626,-0.458372,-0.001255,-0.081125,1
9.992934,9.961439,-0.457049,-0.000271,-0.081174,1
10.008230,9.977047,-0.454264,0.000022,-0.080738,1
10.023119,9.991615,-0.450344,0.000136,-0.079763,1
10.038274,10.006762,-0.446282,-0.000217,-0.077961,1
10.053075,10.021565,-0.442255,-0.001033,-0.075286,1
10.068639,10.037150,-0.437858,-0.001832,-0.071962,1
10.083310,10.051822,-0.432980,-0.003255,-0.068438,1
10.098610,10.067117,-0.427185,-0.005989,-0.064581,1
10.113290,10.081802,-0.420113,-0.009622,-0.060757,1
10.128812,10.097321,-0.412083,-0.013189,-0.057487,1
10.143397,10.111913,-0.403472,-0.015964,-0.054578,1
10.158649,10.127182,-0.394858,-0.017993,-0.052021,1
10.173414,10.141903,-0.386387,-0.019909,-0.049877,1
10.189002,10.157499,-0.378005,-0.021857,-0.048217,1
10.203666,10.172158,-0.369757,-0.022897,-0.047190,1
10.218966,10.187481,-0.361087,-0.021918,-0.047032,1
10.233694,10.202218,-0.352790,-0.019599,-0.047584,1
10.249208,10.217720,-0.344952,-0.017513,-0.048060,1
10.263733,10.232219,-0.337186,-0.015814,-0.048125,1
10.279148,10.247637,-0.329049,-0.014253,-0.048078,1
10.293866,10.262376,-0.320532,-0.012994,-0.048060,1
10.309300,10.277800,-0.311414,-0.011748,-0.047667,1
10.323975,10.292476,-0.301425,-0.009493,-0.046617,1
10.339127,10.307626,-0.290824,-0.007087,-0.045607,1
10.354057,10.322552,-0.279746,-0.006862,-0.044475,1
10.369310,10.337827,-0.268244,-0.009014,-0.042627,1
10.384153,10.352639,-0.256165,-0.011968,-0.040481,1
10.399413,10.367930,-0.244694,-0.014907,-0.038346,1
10.414259,10.382747,-0.234965,-0.017173,-0.035782,1
10.429474,10.398189,-0.227307,-0.018490,-0.032905,1
10.444387,10.412889,-0.221205,-0.019426,-0.030307,1
10.459649,10.428136,-0.215246,-0.020524,-0.028007,1
10.474522,10.443024,-0.209292,-0.021569,-0.026065,1
10.489670,10.458169,-0.204167,-0.022397,-0.024594,1
10.504487,10.472976,-0.199841,-0.023032,-0.023722,1
10.519719,10.488233,-0.195445,-0.023348,-0.023314,1
10.534640,10.503131,-0.190327,-0.022791,-0.023092,1
10.549824,10.519007,-0.184680,-0.021465,-0.022724,1
10.564712,10.533223,-0.178095,-0.020993,-0.022071,1
10.579934,10.548440,-0.170370,-0.022109,-0.020966,1
10.594764,10.563260,-0.162501,-0.023418,-0.019847,1
10.609950,10.578449,-0.155201,-0.023211,-0.019110,1
10.624860,10.593351,-0.149462,-0.021045,-0.019092,1
10.640039,10.608527,-0.144904,-0.017654,-0.019587,1
10.654891,10.623388,-0.139892,-0.013795,-0.019971,1
10.670168,10.638700,-0.133643,-0.010346,-0.019982,1
10.685030,10.653518,-0.126125,-0.008255,-0.019308,1
10.700374,10.668861,-0.117875,-0.007789,-0.017852,1
10.715099,10.683585,-0.110065,-0.008585,-0.015934,1
10.730360,10.698845,-0.104193,-0.009945,-0.013928,1
10.745164,10.713694,-0.100387,-0.011180,-0.012077,1
10.760369,10.728895,-0.096728,-0.011885,-0.010485,1
10.775198,10.743681,-0.092254,-0.012534,-0.009631,1
10.790471,10.758969,-0.087543,-0.013019,-0.009299,1
10.805372,10.773874,-0.083102,-0.012402,-0.008790,1
10.820564,10.789095,-0.078676,-0.010714,-0.007752,1
10.835546,10.804064,-0.073670,-0.008873,-0.006324,1
10.850657,10.819165,-0.067225,-0.007342,-0.004312,1
10.865604,10.834117,-0.059766,-0.006141,-0.002060,1
10.880797,10.849308,-0.051303,-0.006021,0.000492,1
10.895591,10.864159,-0.042305,-0.007793,0.003241,1
10.910807,10.879309,-0.033859,-0.011321,0.006009,1
10.925771,10.894261,-0.026669,-0.015693,0.008322,1
10.940877,10.909377,-0.021133,-0.020072,0.009735,1
10.955916,10.924406,-0.017650,-0.023747,0.010291,1
10.971228,10.939721,-0.016221,-0.026434,0.010615,1
10.985973,10.954484,-0.015675,-0.028247,0.011043,1
11.001061,10.969549,-0.015080,-0.029189,0.011525,1
11.015958,10.984441,-0.014382,-0.029668,0.011758,1
11.031122,10.999616,-0.012610,-0.030955,0.011796,1
11.046037,11.014525,-0.010338,-0.034074,0.011959,1
11.061305,11.029808,-0.008883,-0.038454,0.012222,1
11.076322,11.044823,-0.008281,-0.043079,0.012547,1
11.091355,11.059919,-0.007241,-0.047006,0.013120,1
11.106428,11.074928,-0.005064,-0.049229,0.013887,1
11.121497,11.089995,-0.002977,-0.049181,0.014917,1
11.136434,11.104934,-0.001804,-0.048548,0.016313,1
11.151649,11.120164,-0.001493,-0.049558,0.017445,1
11.166561,11.135134,-0.002263,-0.052640,0.018271,1
11.181747,11.150233,-0.004342,-0.057488,0.019303,1
11.196619,11.165646,-0.005398,-0.063069,0.020722,1
11.211793,11.181085,-0.002966,-0.067939,0.021819,1
11.226784,11.195291,0.001161,-0.071919,0.022313,1
11.242076,11.210577,0.005387,-0.075939,0.022661,1
11.256775,11.225276,0.008374,-0.080692,0.023065,1
11.271908,11.240400,0.009015,-0.086825,0.022954,1
11.286926,11.255424,0.008465,-0.095823,0.022476,1
11.302063,11.270602,0.007737,-0.106338,0.021641,1
11.316905,11.285461,0.007378,-0.116334,0.020054,1
11.332235,11.300747,0.007592,-0.125316,0.017925,1
11.347016,11.315536,0.008834,-0.133539,0.016062,1
11.362162,11.330652,0.011199,-0.141612,0.014388,1
11.377275,11.345763,0.014780,-0.150037,0.012688,1
11.392293,11.360801,0.019939,-0.158264,0.010913,1
11.407197,11.375683,0.026270,-0.165353,0.009062,1
11.422398,11.390901,0.032805,-0.171048,0.006872,1
11.437295,11.405794,0.038795,-0.176388,0.004942,1
11.453807,11.422305,0.043326,-0.182263,0.003999,1
11.467421,11.435940,0.048108,-0.188934,0.003673,1
11.482572,11.451082,0.054486,-0.195927,0.002943,1
11.497518,11.466014,0.063195,-0.203287,0.001287,1
11.512593,11.481079,0.070644,-0.211253,-0.000591,1
11.527574,11.496090,0.075160,-0.220467,-0.001752,1
11.542899,11.511401,0.077418,-0.231806,-0.001559,1
11.557563,11.526047,0.078301,-0.244367,-0.000035,1
11.572892,11.541393,0.079330,-0.255706,0.001666,1
11.587863,11.556350,0.081603,-0.264443,0.002895,1
11.602911,11.571410,0.084870,-0.270675,0.003442,1
11.617789,11.586301,0.087904,-0.275208,0.003839,1
11.632978,11.601499,0.090176,-0.280655,0.004483,1
11.647835,11.616318,0.090524,-0.289901,0.006068,1
11.663163,11.631649,0.088719,-0.302856,0.009166,1
11.677960,11.646720,0.086056,-0.315764,0.012577,1
11.693378,11.661882,0.084620,-0.325481,0.014338,1
11.708247,11.676751,0.084051,-0.331890,0.014528,1
11.723314,11.691817,0.083081,-0.336275,0.014378,1
11.738324,11.706824,0.081584,-0.340357,0.014186,1
11.753386,11.721885,0.079930,-0.345575,0.013915,1
11.768235,11.736724,0.078013,-0.351661,0.013598,1
11.783546,11.752140,0.075512,-0.358434,0.013261,1
11.798435,11.766949,0.073608,-0.366173,0.012365,1
11.813577,11.782065,0.072424,-0.374904,0.011136,1
11.828440,11.796956,0.072220,-0.383672,0.009831,1
11.843789,11.812316,0.072225,-0.391381,0.008241,1
11.858669,11.827169,0.071752,-0.398107,0.006700,1
11.873884,11.842391,0.069606,-0.403805,0.005558,1
11.888772,11.857270,0.065152,-0.409063,0.005080,1
11.903889,11.872377,0.059927,-0.414958,0.005075,1
11.918760,11.887272,0.055171,-0.421553,0.004534,1
11.934000,11.902489,0.052041,-0.427611,0.003499,1
11.948885,11.917403,0.050772,-0.431198,0.001950,1
11.964015,11.932512,0.050778,-0.432341,-0.000047,1
11.978866,11.947397,0.049841,-0.433221,-0.001431,1
11.994101,11.962783,0.047137,-0.435876,-0.001336,1
12.009063,11.977562,0.044142,-0.440917,-0.000519,1
12.024396,11.992895,0.042137,-0.447220,-0.000441,1
12.039363,12.007985,0.041523,-0.453193,-0.001328,1
12.054249,12.022765,0.042059,-0.457987,-0.002878,1
12.069236,12.037783,0.042905,-0.462061,-0.005039,1
12.084259,12.052750,0.042686,-0.467164,-0.006836,1
12.099290,12.067795,0.041243,-0.474525,-0.007688,1
12.114503,12.083011,0.039226,-0.483837,-0.008385,1
12.129308,12.097810,0.038906,-0.494574,-0.009907,1
12.144521,12.113026,0.040917,-0.504931,-0.012558,1
12.159402,12.127903,0.045016,-0.512777,-0.016573,1
12.174833,12.143335,0.048656,-0.518145,-0.020209,1
12.189462,12.157947,0.050549,-0.524611,-0.021763,1
12.204871,12.173358,0.051170,-0.535553,-0.021293,1
12.219684,12.188172,0.051441,-0.549470,-0.020173,1
12.234856,12.203344,0.051104,-0.562231,-0.018992,1
12.249688,12.218200,0.050766,-0.572841,-0.018053,1
12.264955,12.233465,0.050058,-0.581705,-0.017256,1
12.279778,12.248267,0.049128,-0.589360,-0.016472,1
12.295087,12.263618,0.048408,-0.596017,-0.015970,1
12.309828,12.278356,0.048299,-0.601804,-0.016298,1
12.325009,12.293509,0.049060,-0.607848,-0.017380,1
12.340124,12.308614,0.050572,-0.614933,-0.018149,1
12.355268,12.323765,0.052907,-0.621494,-0.019140,1
12.370176,12.338674,0.055627,-0.625846,-0.020665,1
12.385237,12.353736,0.057671,-0.628364,-0.022258,1
12.400190,12.368704,0.057723,-0.630240,-0.023079,1
12.415423,12.383932,0.055697,-0.632627,-0.022703,1
12.430234,12.398740,0.052534,-0.635547,-0.021687,1
12.445477,12.413965,0.049379,-0.639313,-0.020779,1
12.460306,12.428831,0.047612,-0.644309,-0.020336,1
12.475541,12.444043,0.047214,-0.649955,-0.020266,1
12.490453,12.458954,0.048082,-0.656271,-0.020690,1
12.505573,12.474068,0.050436,-0.663813,-0.021695,1
12.520623,12.489125,0.053544,-0.671921,-0.022819,1
12.535769,12.504283,0.056238,-0.678645,-0.023461,1
12.550575,12.519065,0.058555,-0.682852,-0.024258,1
12.565823,12.534353,0.060154,-0.684901,-0.025060,1
12.580790,12.549276,0.061214,-0.686009,-0.025500,1
12.595957,12.564460,0.062113,-0.687241,-0.025743,1
12.610741,12.579242,0.063239,-0.688315,-0.025885,1
12.625962,12.594471,0.064757,-0.688380,-0.026789,1
12.640838,12.609342,0.066190,-0.688044,-0.028294,1
12.656235,12.624736,0.067201,-0.689086,-0.029480,1
12.671101,12.639604,0.067284,-0.691698,-0.029406,1
12.686162,12.654665,0.066752,-0.694523,-0.028831,1
12.701014,12.669504,0.066184,-0.696560,-0.028301,1
12.716331,12.684844,0.066160,-0.697946,-0.027974,1
12.731123,12.699618,0.065984,-0.699182,-0.027366,1
12.746357,12.714848,0.065709,-0.701405,-0.026746,1
12.761426,12.729958,0.064797,-0.704776,-0.025919,1
12.776408,12.744924,0.063310,-0.708345,-0.024771,1
12.791563,12.760064,0.061231,-0.711318,-0.023545,1
12.806644,12.775144,0.059027,-0.713583,-0.022264,1
12.821641,12.790133,0.057246,-0.714255,-0.021255,1
12.836837,12.805327,0.056218,-0.713047,-0.020985,1
12.851453,12.819940,0.055426,-0.710521,-0.020794,1
12.866662,12.835444,0.055236,-0.707832,-0.020723,1
12.881586,12.850100,0.055866,-0.706124,-0.021416,1
12.896846,12.865331,0.057168,-0.705805,-0.022254,1
12.911714,12.880217,0.058002,-0.705910,-0.022511,1
12.926895,12.895395,0.058199,-0.705615,-0.022278,1
12.941717,12.910219,0.057974,-0.704608,-0.022033,1
12.956918,12.925439,0.057483,-0.702932,-0.021839,1
12.971884,12.940382,0.057167,-0.700817,-0.021744,1
12.987044,12.955535,0.057768,-0.698887,-0.022217,1
13.001861,12.970349,0.059288,-0.697318,-0.023093,1
13.017158,12.985645,0.061242,-0.695503,-0.024067,1
13.032090,13.000621,0.063257,-0.693010,-0.025217,1
13.047221,13.015708,0.065297,-0.689642,-0.026590,1
13.062104,13.030636,0.067221,-0.685150,-0.028064,1
13.077402,13.045942,0.067422,-0.679271,-0.028297,1
13.092212,13.061331,0.066665,-0.673320,-0.027500,1
13.107373,13.075872,0.066054,-0.667942,-0.026904,1
13.122312,13.090811,0.066783,-0.662092,-0.027317,1
13.137536,13.106154,0.069311,-0.653713,-0.028918,1
13.152385,13.120891,0.070222,-0.642019,-0.029506,1
13.167524,13.136007,0.069929,-0.629949,-0.028596,1
13.182434,13.150949,0.068738,-0.621010,-0.027445,1
13.197694,13.166189,0.068106,-0.616119,-0.026458,1
13.212603,13.181135,0.068407,-0.612433,-0.026373,1
13.227742,13.196311,0.069629,-0.606988,-0.027368,1
13.242619,13.211171,0.071446,-0.598104,-0.028800,1
13.257928,13.226428,0.072321,-0.585233,-0.029486,1
13.272661,13.241185,0.071232,-0.569686,-0.028488,1
13.287990,13.256497,0.068138,-0.554190,-0.026697,1
13.302788,13.271287,0.064654,-0.541931,-0.024482,1
13.317954,13.286445,0.061437,-0.532733,-0.022164,1
13.333041,13.301555,0.059245,-0.524047,-0.020876,1
13.348072,13.316558,0.058413,-0.513643,-0.020923,1
13.363010,13.331503,0.057124,-0.501137,-0.021101,1
13.378309,13.346797,0.051712,-0.488934,-0.019169,1
13.392983,13.361485,0.045161,-0.480853,-0.015364,1
13.408246,13.376767,0.039058,-0.477453,-0.011464,1
13.423321,13.391821,0.034900,-0.475468,-0.008815,1
13.438360,13.406859,0.033115,-0.471178,-0.007870,1
13.453759,13.422268,0.032559,-0.463336,-0.008093,1
13.468436,13.436943,0.031660,-0.453000,-0.008316,1
13.483298,13.451813,0.030381,-0.441995,-0.008041,1
13.498549,13.467056,0.029903,-0.431316,-0.007734,1
13.513397,13.481878,0.029944,-0.421023,-0.007576,1
13.528603,13.497105,0.030586,-0.410698,-0.007379,1
13.543551,13.512040,0.030875,-0.399685,-0.007196,1
13.558754,13.527339,0.030203,-0.387992,-0.006961,1
13.573568,13.542073,0.029767,-0.376008,-0.007090,1
13.588994,13.557529,0.029332,-0.364282,-0.007908,1
13.603761,13.572242,0.027662,-0.354197,-0.008215,1
13.618961,13.587445,0.024620,-0.347169,-0.007401,1
13.633894,13.602404,0.020537,-0.343641,-0.005886,1
13.649057,13.617570,0.016498,-0.341977,-0.004025,1
13.663917,13.632406,0.013309,-0.340188,-0.002309,1
13.679077,13.647609,0.012345,-0.336003,-0.001401,1
13.693972,13.662475,0.012866,-0.328079,-0.001884,1
13.709197,13.677727,0.013544,-0.317356,-0.003154,1
13.724010,13.693059,0.014663,-0.306273,-0.005010,1
13.739304,13.707827,0.016103,-0.296830,-0.006718,1
13.754049,13.722529,0.017467,-0.289702,-0.007319,1
13.769381,13.737901,0.018723,-0.284216,-0.006452,1
13.784242,13.752741,0.020318,-0.278965,-0.004267,1
13.799534,13.768048,0.021675,-0.271613,-0.001695,1
13.814448,13.782938,0.022243,-0.261945,0.000551,1
13.829505,13.798005,0.023923,-0.252485,0.002167,1
13.844433,13.812922,0.026335,-0.244124,0.003018,1
13.859679,13.828211,0.029536,-0.236419,0.003095,1
13.874554,13.843059,0.033378,-0.228407,0.002713,1
13.889786,13.858311,0.035753,-0.219047,0.002622,1
13.904685,13.873183,0.035754,-0.208097,0.003015,1
13.919822,13.888302,0.034054,-0.196472,0.003947,1
13.934653,13.903132,0.032129,-0.185370,0.005372,1
13.949926,13.918442,0.031163,-0.175525,0.006793,1
13.964854,13.933358,0.032201,-0.166450,0.007870,1
13.979954,13.948470,0.034683,-0.157010,0.008163,1
13.994867,13.963358,0.036847,-0.146995,0.008006,1
14.010076,13.978568,0.038363,-0.137012,0.007730,1
14.024938,13.993463,0.039528,-0.127077,0.006893,1
14.040247,14.008747,0.041388,-0.116845,0.005578,1
14.055040,14.023538,0.044000,-0.106006,0.004101,1
14.070272,14.038779,0.046743,-0.094323,0.003014,1
14.085205,14.053704,0.048177,-0.081689,0.002708,1
14.100374,14.068891,0.049288,-0.069179,0.003624,1
14.115249,14.083734,0.050452,-0.058172,0.005383,1
14.130383,14.098884,0.051812,-0.050137,0.007631,1
14.145393,14.113882,0.053858,-0.044636,0.010239,1
14.160587,14.129105,0.055571,-0.040241,0.012629,1
14.175432,14.143934,0.056021,-0.036175,0.014807,1
14.190633,14.159148,0.054487,-0.032685,0.016829,1
14.205643,14.174144,0.051188,-0.030113,0.018854,1
14.220806,14.189315,0.046387,-0.027455,0.020732,1
14.235587,14.204116,0.040933,-0.023598,0.022768,1
14.250857,14.219388,0.035431,-0.018445,0.024991,1
14.265708,14.234229,0.029582,-0.012768,0.027258,1
14.280889,14.249375,0.022911,-0.007289,0.029610,1
14.295862,14.264384,0.016404,-0.002840,0.031617,1
14.310957,14.279514,0.010588,-0.000162,0.033024,1
14.325967,14.294469,0.004932,0.000350,0.034303,1
14.341015,14.309512,-0.000005,-0.000376,0.035688,1
14.356056,14.324570,-0.004070,-0.000864,0.036891,1
14.371130,14.339627,-0.007395,-0.001171,0.037695,1
14.386010,14.354503,-0.009858,-0.001760,0.038087,1
14.401227,14.369722,-0.011740,-0.002860,0.038705,1
14.416241,14.384744,-0.013204,-0.004009,0.039635,1
14.431391,14.399880,-0.014335,-0.004838,0.040437,1
14.446299,14.414802,-0.015586,-0.005427,0.040881,1
14.461466,14.430006,-0.017279,-0.006148,0.041350,1
14.476307,14.444806,-0.019240,-0.007001,0.042007,1
14.491487,14.459988,-0.020794,-0.007991,0.042878,1
14.506428,14.474941,-0.021667,-0.009153,0.043872,1
14.521648,14.490146,-0.021554,-0.010396,0.045138,1
14.536504,14.505029,-0.021105,-0.011195,0.046651,1
14.551680,14.520165,-0.021515,-0.011596,0.048651,1
14.566629,14.535134,-0.023744,-0.011756,0.051363,1
14.581834,14.550351,-0.026920,-0.011342,0.054206,1
14.596547,14.565032,-0.029271,-0.010389,0.056665,1
14.611831,14.580362,-0.030601,-0.009297,0.058633,1
14.626797,14.595310,-0.031399,-0.008403,0.060221,1
14.642188,14.610720,-0.031609,-0.007684,0.061517,1
14.656818,14.625375,-0.031366,-0.007214,0.062897,1
14.672322,14.640844,-0.031018,-0.007541,0.065126,1
14.686988,14.655489,-0.031038,-0.008465,0.068649,1
14.702224,14.670711,-0.031224,-0.009485,0.073457,1
14.717105,14.685736,-0.031116,-0.010547,0.079465,1
14.732423,14.700943,-0.030571,-0.012012,0.086416,1
14.747179,14.715713,-0.029918,-0.014011,0.094259,1
14.762389,14.730887,-0.029688,-0.016439,0.103042,1
14.777212,14.745755,-0.030376,-0.018886,0.113127,1
14.792632,14.761130,-0.032163,-0.021021,0.124850,1
14.807195,14.775675,-0.034215,-0.022519,0.138168,1
14.822492,14.791385,-0.035970,-0.023572,0.153034,1
14.837384,14.805883,-0.037530,-0.024600,0.169388,1
14.852665,14.821209,-0.038821,-0.026669,0.186452,1
14.867612,14.836157,-0.039527,-0.029930,0.202673,1
14.882718,14.851232,-0.040138,-0.033167,0.216943,1
14.897648,14.866161,-0.041911,-0.035917,0.229929,1
14.912748,14.881262,-0.045462,-0.039534,0.243563,1
14.927620,14.896148,-0.050708,-0.044758,0.258973,1
14.942885,14.911388,-0.056718,-0.050912,0.275830,1
14.957768,14.926276,-0.062323,-0.056761,0.293628,1
14.972967,14.941676,-0.066979,-0.060909,0.311444,1
14.987883,14.956423,-0.070900,-0.062492,0.328925,1
15.003141,14.971653,-0.074172,-0.061285,0.345087,1
15.017952,14.986652,-0.076442,-0.057831,0.359519,1
15.033260,15.001768,-0.077504,-0.053443,0.373410,1
15.048112,15.016625,-0.078162,-0.048865,0.387904,1
15.063239,15.031752,-0.079704,-0.044582,0.404005,1
15.078069,15.046557,-0.081962,-0.041281,0.421332,1
15.093275,15.061773,-0.084100,-0.038854,0.438221,1
15.108244,15.076744,-0.086365,-0.037176,0.454203,1
15.123418,15.091998,-0.088797,-0.036207,0.469504,1
15.138295,15.106793,-0.091120,-0.035952,0.484302,1
15.153500,15.121999,-0.093442,-0.036564,0.499268,1
15.168307,15.136793,-0.095759,-0.038452,0.515072,1
15.183630,15.152150,-0.097028,-0.041283,0.531222,1
15.198532,15.167050,-0.097560,-0.043859,0.547139,1
15.213608,15.182098,-0.098382,-0.045501,0.562764,1
15.228506,15.197003,-0.099955,-0.045823,0.578206,1
15.243787,15.212288,-0.102301,-0.045035,0.593382,1
15.258716,15.227216,-0.104677,-0.043449,0.607907,1
15.273871,15.242372,-0.106080,-0.040990,0.621381,1
15.288698,15.257830,-0.106089,-0.038111,0.634519,1
15.303944,15.272439,-0.106135,-0.035569,0.648232,1
15.318855,15.287345,-0.106888,-0.033783,0.662452,1
15.334064,15.302784,-0.107948,-0.032862,0.676984,1
15.348998,15.317491,-0.108858,-0.033065,0.692020,1
15.364163,15.332676,-0.109471,-0.034499,0.707263,1
15.379057,15.347548,-0.110241,-0.036009,0.722140,1
15.394180,15.362679,-0.111150,-0.035875,0.735868,1
15.409114,15.377612,-0.111962,-0.033845,0.748316,1
15.424408,15.392908,-0.113073,-0.031443,0.759766,1
15.439069,15.407602,-0.114247,-0.029041,0.770267,1
15.454921,15.424118,-0.115562,-0.027110,0.780636,1
15.469274,15.437772,-0.116573,-0.025852,0.791223,1
15.484531,15.453038,-0.117274,-0.024938,0.802024,1
15.499504,15.468014,-0.118223,-0.024511,0.812794,1
15.514652,15.483162,-0.119703,-0.025360,0.823023,1
15.529565,15.498054,-0.121618,-0.027053,0.832364,1
15.544730,15.513262,-0.123864,-0.028279,0.840600,1
15.559560,15.528066,-0.126652,-0.028727,0.848017,1
15.574789,15.543289,-0.129366,-0.028867,0.854773,1
15.589583,15.558172,-0.131508,-0.029149,0.861328,1
15.604881,15.574015,-0.133194,-0.030003,0.868164,1
15.619761,15.588260,-0.134395,-0.031335,0.874839,1
15.634910,15.603444,-0.134598,-0.032490,0.880658,1
15.649839,15.618347,-0.133996,-0.033026,0.885076,1
15.665067,15.633561,-0.133605,-0.032922,0.888091,1
15.679937,15.648450,-0.133869,-0.032710,0.890142,1
15.695070,15.663568,-0.134371,-0.032998,0.891362,1
15.709975,15.678467,-0.134830,-0.033660,0.892166,1
15.725277,15.693780,-0.135497,-0.034260,0.892699,1
15.740128,15.708628,-0.136071,-0.034598,0.892793,1
15.755259,15.724451,-0.136361,-0.034847,0.892680,1
15.770146,15.738652,-0.136535,-0.034985,0.892336,1
15.785457,15.753943,-0.136565,-0.034783,0.891143,1
15.800230,15.768714,-0.136025,-0.034149,0.888670,1
15.815481,15.783996,-0.134761,-0.033321,0.885247,1
15.830334,15.798839,-0.132665,-0.032461,0.881125,1
15.845466,15.813963,-0.129469,-0.031658,0.875827,1
15.860391,15.828887,-0.124810,-0.031059,0.868985,1
15.875717,15.844213,-0.119213,-0.030773,0.860738,1
15.890505,15.859009,-0.113115,-0.030744,0.851121,1
15.905728,15.874231,-0.106829,-0.030768,0.840092,1
15.920581,15.889086,-0.100574,-0.030934,0.827467,1
15.935796,15.904283,-0.094419,-0.031316,0.812871,1
15.950724,15.919234,-0.088861,-0.031563,0.795891,1
15.966003,15.934490,-0.084007,-0.031220,0.776052,1
15.980828,15.949328,-0.079041,-0.030238,0.754115,1
15.996051,15.964565,-0.073374,-0.028164,0.730512,1
16.011001,15.979497,-0.067151,-0.024979,0.705376,1
16.026054,15.994553,-0.061175,-0.021921,0.679182,1
16.041021,16.009526,-0.056196,-0.019898,0.652343,1
16.056193,16.024728,-0.052119,-0.019125,0.625431,1
16.070981,16.039484,-0.049467,-0.018841,0.598468,1
16.086273,16.054779,-0.048125,-0.018021,0.571622,1
16.101103,16.069608,-0.046269,-0.015863,0.544690,1
16.116458,16.084944,-0.041176,-0.013215,0.516789,1
16.131287,16.099821,-0.032342,-0.011535,0.487953,1
16.146360,16.114847,-0.022701,-0.011491,0.459179,1
16.161268,16.129782,-0.015354,-0.013452,0.431623,1
16.176466,16.144973,-0.010959,-0.017047,0.405191,1
16.191467,16.159965,-0.009462,-0.020600,0.378874,1
16.206574,16.175072,-0.010172,-0.022901,0.352556,1
16.221506,16.190021,-0.010988,-0.023670,0.325930,1
16.236789,16.205304,-0.010856,-0.023630,0.298897,1
16.251587,16.220073,-0.009615,-0.023682,0.272155,1
16.266808,16.235317,-0.007557,-0.023607,0.245184,1
16.281730,16.250217,-0.006384,-0.022933,0.218250,1
16.296830,16.265319,-0.007956,-0.022125,0.192433,1
16.311891,16.280386,-0.011026,-0.022376,0.168174,1
16.327008,16.295510,-0.013099,-0.025321,0.145354,1
16.341916,16.310417,-0.012311,-0.031619,0.124510,1
16.357140,16.325642,-0.009809,-0.039454,0.105540,1
16.372007,16.340508,-0.007387,-0.046006,0.087884,1
16.387124,16.355734,-0.006261,-0.049435,0.070965,1
16.401993,16.370483,-0.006845,-0.050229,0.054535,1
16.417345,16.385946,-0.007686,-0.050693,0.038861,1
16.432176,16.400847,-0.007751,-0.052477,0.024051,1
16.447418,16.415911,-0.006936,-0.055158,0.010084,1
16.462243,16.430757,-0.005436,-0.057698,-0.002545,1
16.477516,16.446015,-0.004745,-0.059236,-0.013523,1
16.492304,16.460803,-0.005131,-0.059757,-0.023096,1
16.507561,16.476105,-0.006294,-0.059993,-0.031223,1
16.522411,16.490914,-0.007109,-0.060292,-0.037898,1
16.537602,16.506135,-0.007306,-0.060946,-0.042986,1
16.552597,16.521111,-0.006469,-0.061889,-0.047151,1
16.567785,16.536321,-0.004913,-0.063251,-0.050690,1
16.582534,16.551022,-0.002908,-0.064883,-0.053788,1
16.597775,16.566270,-0.000544,-0.066462,-0.056575,1
16.612686,16.581205,0.002238,-0.067796,-0.059097,1
16.627931,16.596426,0.004734,-0.068342,-0.061346,1
16.642820,16.611319,0.006124,-0.067994,-0.063192,1
16.658032,16.626534,0.006549,-0.067343,-0.064813,1
16.672811,16.641298,0.007183,-0.066614,-0.066567,1
16.688211,16.656707,0.007943,-0.066084,-0.068818,1
16.702960,16.671475,0.008188,-0.065888,-0.071273,1
16.718218,16.686722,0.007943,-0.065628,-0.074324,1
16.733033,16.701544,0.007687,-0.065182,-0.077965,1
16.748358,16.717074,0.007889,-0.064747,-0.081588,1
16.763158,16.731685,0.008233,-0.064512,-0.084819,1
16.778552,16.747049,0.008388,-0.064333,-0.087713,1
16.793166,16.761653,0.008157,-0.063773,-0.090383,1
16.808492,16.776991,0.007894,-0.062616,-0.092720,1
