frameId,t,yaw,pitch,roll,isCalibrated
227,3.422113,0.306112,-0.117061,0.061300,1
228,3.437155,0.303773,-0.117273,0.059587,1
229,3.452325,0.301750,-0.117153,0.057906,1
230,3.467266,0.300986,-0.116285,0.056609,1
231,3.482197,0.300667,-0.115255,0.055774,1
232,3.497302,0.300632,-0.114962,0.055104,1
233,3.512247,0.300892,-0.115704,0.054342,1
234,3.527457,0.301340,-0.117113,0.053555,1
235,3.542382,0.301030,-0.118671,0.052572,1
236,3.557530,0.300336,-0.119799,0.051198,1
237,3.572410,0.300336,-0.119988,0.049796,1
238,3.587597,0.300402,-0.119399,0.049101,1
239,3.602580,0.299420,-0.118001,0.049500,1
240,3.617688,0.297870,-0.115475,0.050363,1
241,3.632690,0.296850,-0.111956,0.050323,1
242,3.647867,0.295247,-0.107779,0.048972,1
243,3.662766,0.291943,-0.103560,0.046732,1
244,3.677904,0.287398,-0.099798,0.044335,1
245,3.692816,0.284675,-0.096639,0.042036,1
246,3.708133,0.284572,-0.094549,0.039911,1
247,3.722944,0.285421,-0.094089,0.038233,1
248,3.738146,0.286208,-0.094948,0.037142,1
249,3.753064,0.286285,-0.096681,0.036407,1
250,3.768229,0.285326,-0.098936,0.035658,1
251,3.783053,0.284518,-0.100978,0.034765,1
252,3.798336,0.284298,-0.101959,0.033405,1
253,3.813220,0.283520,-0.101473,0.031833,1
254,3.828378,0.281855,-0.099603,0.030481,1
255,3.843373,0.279932,-0.096233,0.029881,1
256,3.858459,0.278255,-0.091900,0.029937,1
257,3.873281,0.276852,-0.087821,0.030111,1
258,3.888594,0.276325,-0.085366,0.030147,1
259,3.903632,0.277646,-0.085425,0.029740,1
260,3.918541,0.280628,-0.087916,0.028789,1
261,3.933545,0.283733,-0.092013,0.027515,1
262,3.948606,0.285797,-0.096599,0.026381,1
263,3.963650,0.287273,-0.100567,0.025484,1
264,3.978766,0.288587,-0.103224,0.024592,1
265,3.993839,0.289467,-0.104968,0.023484,1
266,4.008813,0.289797,-0.106374,0.022148,1
267,4.023723,0.289049,-0.107030,0.020651,1
268,4.038927,0.287566,-0.106739,0.018846,1
269,4.053986,0.286679,-0.105811,0.016971,1
270,4.068996,0.287460,-0.104398,0.015631,1
271,4.084030,0.289200,-0.102609,0.015111,1
272,4.099085,0.291140,-0.100438,0.015375,1
273,4.114092,0.292281,-0.097917,0.015994,1
274,4.129244,0.291914,-0.095355,0.016428,1
275,4.144203,0.291132,-0.092634,0.016575,1
276,4.159321,0.291143,-0.089423,0.016639,1
277,4.174416,0.291587,-0.086009,0.016602,1
278,4.189481,0.292370,-0.082841,0.016452,1
279,4.204396,0.293359,-0.079838,0.016117,1
280,4.219433,0.293585,-0.076713,0.015777,1
281,4.234502,0.292987,-0.073320,0.015303,1
282,4.249489,0.291959,-0.069613,0.014309,1
283,4.264579,0.290214,-0.065816,0.013087,1
284,4.279598,0.288080,-0.062168,0.011941,1
285,4.294616,0.286779,-0.058903,0.010448,1
286,4.309836,0.287089,-0.056528,0.008429,1
287,4.324733,0.288824,-0.055260,0.006573,1
288,4.339838,0.291012,-0.055077,0.005302,1
289,4.354951,0.293163,-0.055081,0.004807,1
290,4.369961,0.294469,-0.054021,0.005250,1
291,4.384852,0.294207,-0.051505,0.005854,1
292,4.400005,0.293456,-0.048168,0.005346,1
293,4.415047,0.293268,-0.044852,0.003301,1
294,4.430020,0.293679,-0.042024,0.000227,1
295,4.445182,0.293844,-0.039196,-0.002529,1
296,4.460144,0.294111,-0.035745,-0.004027,1
297,4.475180,0.295100,-0.032496,-0.004045,1
298,4.490844,0.297311,-0.030760,-0.003403,1
299,4.505350,0.300807,-0.031423,-0.003641,1
300,4.520365,0.304431,-0.034949,-0.005422,1
301,4.535420,0.307100,-0.040860,-0.008023,1
302,4.550482,0.309510,-0.047928,-0.010346,1
303,4.565444,0.312481,-0.054406,-0.011270,1
304,4.580642,0.315806,-0.058166,-0.010453,1
305,4.595607,0.318629,-0.058658,-0.009030,1
306,4.610666,0.320345,-0.056875,-0.008389,1
307,4.625816,0.319609,-0.053925,-0.009578,1
308,4.640837,0.315250,-0.050509,-0.013109,1
309,4.655777,0.309311,-0.047740,-0.018279,1
310,4.670829,0.304499,-0.045475,-0.022886,1
311,4.685855,0.301242,-0.042596,-0.025643,1
312,4.700986,0.298344,-0.039064,-0.027047,1
313,4.715917,0.295895,-0.035219,-0.028181,1
314,4.731009,0.294351,-0.031514,-0.029913,1
315,4.746009,0.292501,-0.029023,-0.032443,1
316,4.761128,0.290878,-0.028580,-0.035394,1
317,4.776077,0.290765,-0.029489,-0.037548,1
318,4.791252,0.292317,-0.030391,-0.037711,1
319,4.806132,0.294863,-0.030777,-0.035943,1
320,4.821366,0.297494,-0.030630,-0.033337,1
321,4.836326,0.299545,-0.030361,-0.031154,1
322,4.851296,0.300719,-0.030670,-0.029449,1
323,4.866373,0.301330,-0.031753,-0.027851,1
324,4.881443,0.301833,-0.032916,-0.026180,1
325,4.896523,0.302280,-0.033557,-0.024068,1
326,4.911591,0.303128,-0.032904,-0.021137,1
327,4.926490,0.304509,-0.030416,-0.018181,1
328,4.941704,0.304180,-0.027112,-0.016164,1
329,4.956640,0.301104,-0.024210,-0.015280,1
330,4.971758,0.296821,-0.022954,-0.015309,1
331,4.986904,0.293539,-0.023832,-0.015749,1
332,5.001823,0.292456,-0.025886,-0.015951,1
333,5.016818,0.292756,-0.027549,-0.015889,1
334,5.031945,0.292549,-0.028074,-0.016059,1
335,5.046856,0.290908,-0.027651,-0.017090,1
336,5.062022,0.287926,-0.026884,-0.019041,1
337,5.077230,0.283967,-0.026001,-0.021219,1
338,5.092122,0.279372,-0.024863,-0.023372,1
339,5.106998,0.275155,-0.023869,-0.025495,1
340,5.122200,0.273073,-0.023875,-0.027155,1
341,5.137255,0.273196,-0.025631,-0.028032,1
342,5.152330,0.273945,-0.029090,-0.028139,1
343,5.167242,0.274420,-0.033054,-0.027611,1
344,5.182389,0.273683,-0.035647,-0.026924,1
345,5.197415,0.271107,-0.035709,-0.026876,1
346,5.212411,0.267568,-0.033287,-0.027936,1
347,5.227473,0.265387,-0.029489,-0.029845,1
348,5.242653,0.265158,-0.025929,-0.031800,1
349,5.257525,0.266253,-0.022983,-0.033208,1
350,5.272716,0.267242,-0.019956,-0.034649,1
351,5.287679,0.266697,-0.017270,-0.036832,1
352,5.302745,0.263405,-0.015267,-0.039552,1
353,5.317702,0.258846,-0.013945,-0.042666,1
354,5.332815,0.255189,-0.013146,-0.046167,1
355,5.347742,0.253267,-0.012353,-0.049379,1
356,5.362907,0.252712,-0.010548,-0.051378,1
357,5.377922,0.251484,-0.006477,-0.051939,1
358,5.392944,0.247299,-0.000957,-0.052159,1
359,5.407941,0.239892,0.004486,-0.052949,1
360,5.423166,0.231963,0.008992,-0.054092,1
361,5.438041,0.227246,0.012015,-0.054922,1
362,5.453172,0.225789,0.013424,-0.055052,1
363,5.468106,0.224753,0.013137,-0.054517,1
364,5.483504,0.223523,0.011329,-0.053109,1
365,5.498254,0.222830,0.008960,-0.050816,1
366,5.513490,0.223079,0.007177,-0.048197,1
367,5.528383,0.225346,0.005964,-0.045981,1
368,5.543418,0.230077,0.004648,-0.043862,1
369,5.558451,0.236074,0.002811,-0.041829,1
370,5.573542,0.241357,-0.000142,-0.040600,1
371,5.588554,0.244391,-0.004738,-0.040084,1
372,5.603712,0.244701,-0.010546,-0.039498,1
373,5.618641,0.244052,-0.016558,-0.038279,1
374,5.633727,0.245933,-0.021184,-0.036274,1
375,5.648703,0.250391,-0.023747,-0.034555,1
376,5.663838,0.254575,-0.025393,-0.034118,1
377,5.678875,0.257290,-0.027437,-0.034897,1
378,5.693939,0.258106,-0.030089,-0.036309,1
379,5.708831,0.257431,-0.033162,-0.038034,1
380,5.723947,0.256744,-0.036472,-0.039416,1
381,5.739027,0.256787,-0.039408,-0.039864,1
382,5.754063,0.256417,-0.041199,-0.039452,1
383,5.769099,0.255206,-0.041130,-0.038761,1
384,5.784183,0.253778,-0.039154,-0.038375,1
385,5.799295,0.253638,-0.036429,-0.038544,1
386,5.814248,0.254489,-0.034495,-0.039105,1
387,5.829307,0.254111,-0.033463,-0.039709,1
388,5.844399,0.250482,-0.033362,-0.040464,1
389,5.859506,0.244470,-0.034906,-0.041455,1
390,5.874516,0.238778,-0.037204,-0.042078,1
391,5.889591,0.235922,-0.038671,-0.042001,1
392,5.904630,0.236110,-0.039061,-0.041432,1
393,5.919626,0.238031,-0.038961,-0.040426,1
394,5.934629,0.240927,-0.038471,-0.038880,1
395,5.949714,0.244280,-0.036963,-0.037044,1
396,5.964716,0.245406,-0.033924,-0.036215,1
397,5.979637,0.243208,-0.030522,-0.037635,1
398,5.994838,0.240461,-0.028663,-0.039967,1
399,6.009793,0.240073,-0.028596,-0.041164,1
400,6.024948,0.242407,-0.030085,-0.040627,1
401,6.039861,0.245808,-0.032409,-0.038876,1
402,6.055097,0.249393,-0.034389,-0.036876,1
403,6.069977,0.251199,-0.035234,-0.035746,1
404,6.085101,0.250581,-0.034809,-0.036312,1
405,6.100143,0.249909,-0.034122,-0.037658,1
406,6.115217,0.250837,-0.034338,-0.038311,1
407,6.130070,0.252819,-0.035269,-0.037767,1
408,6.145251,0.255413,-0.035560,-0.036419,1
409,6.160278,0.258190,-0.034675,-0.035122,1
410,6.175362,0.259910,-0.032988,-0.034574,1
411,6.190226,0.260203,-0.031228,-0.035064,1
412,6.205494,0.260178,-0.030058,-0.035997,1
413,6.220444,0.260517,-0.029808,-0.036679,1
414,6.235552,0.261274,-0.030384,-0.036912,1
415,6.250562,0.262669,-0.031493,-0.036738,1
416,6.265603,0.263646,-0.032926,-0.036580,1
417,6.280704,0.263871,-0.034324,-0.036601,1
418,6.295738,0.264420,-0.035481,-0.036651,1
419,6.310676,0.265447,-0.036484,-0.036519,1
420,6.326012,0.266092,-0.037778,-0.036432,1
421,6.340914,0.266223,-0.039286,-0.036165,1
422,6.355860,0.266200,-0.040501,-0.035433,1
423,6.370738,0.265499,-0.041177,-0.034865,1
424,6.385989,0.262928,-0.041403,-0.035432,1
425,6.400932,0.259366,-0.041126,-0.036996,1
426,6.416095,0.255912,-0.040150,-0.038356,1
427,6.431063,0.252766,-0.038457,-0.039156,1
428,6.446159,0.248720,-0.036075,-0.040494,1
429,6.461242,0.243105,-0.033676,-0.043032,1
430,6.476231,0.236358,-0.032505,-0.046340,1
431,6.491849,0.229071,-0.033023,-0.049714,1
432,6.506351,0.221986,-0.035020,-0.052797,1
433,6.521402,0.216180,-0.037439,-0.055517,1
434,6.536541,0.210992,-0.039595,-0.057826,1
435,6.551396,0.205731,-0.041863,-0.059506,1
436,6.566544,0.201230,-0.044672,-0.060852,1
437,6.581574,0.197304,-0.047552,-0.062170,1
438,6.596586,0.192775,-0.049968,-0.063507,1
439,6.611593,0.187936,-0.051739,-0.064641,1
440,6.626680,0.184477,-0.052819,-0.065208,1
441,6.641852,0.182611,-0.053428,-0.065192,1
442,6.656835,0.181575,-0.054067,-0.064953,1
443,6.671768,0.180461,-0.055194,-0.064722,1
444,6.686891,0.178658,-0.056547,-0.064536,1
445,6.701973,0.177353,-0.057612,-0.064155,1
446,6.717023,0.176760,-0.058000,-0.063461,1
447,6.731853,0.176352,-0.058122,-0.062708,1
448,6.747065,0.176602,-0.058891,-0.061749,1
449,6.762056,0.177249,-0.060051,-0.060459,1
450,6.777077,0.177730,-0.060457,-0.059336,1
451,6.792268,0.178273,-0.059437,-0.058395,1
452,6.807224,0.178297,-0.057485,-0.057946,1
453,6.822289,0.178213,-0.055820,-0.057955,1
454,6.837411,0.179335,-0.055191,-0.057601,1
455,6.852306,0.180591,-0.055431,-0.056982,1
456,6.867538,0.180958,-0.056000,-0.056491,1
457,6.882621,0.180778,-0.056426,-0.055990,1
458,6.897500,0.181951,-0.056473,-0.055332,1
459,6.912471,0.184072,-0.055749,-0.054588,1
460,6.927597,0.185648,-0.054500,-0.054182,1
461,6.942652,0.187427,-0.053450,-0.053932,1
462,6.957641,0.189162,-0.053189,-0.053604,1
463,6.972584,0.189898,-0.053852,-0.053565,1
464,6.987849,0.189826,-0.055020,-0.053606,1
465,7.002710,0.190498,-0.055995,-0.053077,1
466,7.017915,0.192495,-0.056592,-0.051837,1
467,7.032848,0.193225,-0.056367,-0.050739,1
468,7.048016,0.192037,-0.055512,-0.050669,1
469,7.063013,0.191379,-0.054674,-0.050872,1
470,7.078027,0.192637,-0.053997,-0.050511,1
471,7.093047,0.193568,-0.053503,-0.049785,1
472,7.108186,0.194059,-0.053256,-0.049095,1
473,7.123263,0.195633,-0.053310,-0.048249,1
474,7.138309,0.197834,-0.053780,-0.047455,1
475,7.153277,0.197955,-0.053967,-0.047359,1
476,7.168315,0.195309,-0.052988,-0.048482,1
477,7.183495,0.192555,-0.051340,-0.050118,1
478,7.198498,0.191318,-0.049909,-0.051512,1
479,7.213376,0.191045,-0.049302,-0.052506,1
480,7.228571,0.190098,-0.049464,-0.053350,1
481,7.243570,0.188717,-0.049670,-0.054244,1
482,7.258586,0.187083,-0.049732,-0.054831,1
483,7.273537,0.185830,-0.049910,-0.055116,1
484,7.288726,0.185673,-0.050488,-0.055221,1
485,7.303911,0.185790,-0.050922,-0.055235,1
486,7.318859,0.184572,-0.050332,-0.055677,1
487,7.334056,0.181681,-0.049232,-0.056686,1
488,7.348837,0.178069,-0.048478,-0.057570,1
489,7.364105,0.175046,-0.048297,-0.058111,1
490,7.379023,0.172924,-0.048686,-0.058173,1
491,7.394030,0.170625,-0.049806,-0.058126,1
492,7.409128,0.167869,-0.051443,-0.058174,1
493,7.424032,0.164704,-0.053244,-0.058348,1
494,7.439191,0.161518,-0.055087,-0.058741,1
495,7.454198,0.158231,-0.056809,-0.059461,1
496,7.469266,0.155290,-0.058435,-0.060412,1
497,7.484298,0.154356,-0.059633,-0.061027,1
498,7.499384,0.155632,-0.060333,-0.060922,1
499,7.514464,0.157858,-0.060615,-0.060268,1
500,7.529513,0.160368,-0.060431,-0.059375,1
501,7.544470,0.161528,-0.059477,-0.058782,1
502,7.559543,0.160776,-0.057802,-0.059568,1
503,7.574482,0.159038,-0.055836,-0.061302,1
504,7.589655,0.157537,-0.053778,-0.062943,1
505,7.604661,0.157312,-0.052111,-0.063881,1
506,7.619748,0.158467,-0.051069,-0.063625,1
507,7.634679,0.159623,-0.050606,-0.063020,1
508,7.650112,0.159937,-0.050554,-0.062862,1
509,7.664914,0.160292,-0.050589,-0.062886,1
510,7.679931,0.161218,-0.050713,-0.062427,1
511,7.694844,0.162397,-0.051089,-0.061416,1
512,7.710050,0.162651,-0.051421,-0.060761,1
513,7.725074,0.161992,-0.051559,-0.060838,1
514,7.740201,0.161310,-0.051623,-0.061047,1
515,7.755065,0.161054,-0.051540,-0.060678,1
516,7.770222,0.161231,-0.051405,-0.059613,1
517,7.785320,0.162299,-0.051410,-0.058104,1
518,7.800404,0.164221,-0.051560,-0.056385,1
519,7.815336,0.164971,-0.051293,-0.055216,1
520,7.830422,0.162835,-0.050637,-0.055465,1
521,7.845335,0.158924,-0.049781,-0.056931,1
522,7.860431,0.155508,-0.048758,-0.058695,1
523,7.875528,0.154409,-0.047884,-0.059683,1
524,7.890633,0.154923,-0.047230,-0.059808,1
525,7.905602,0.154685,-0.046567,-0.060000,1
526,7.920561,0.153185,-0.046022,-0.060682,1
527,7.935637,0.152075,-0.045894,-0.061120,1
528,7.950598,0.152106,-0.046489,-0.060999,1
529,7.965695,0.151487,-0.047247,-0.060931,1
530,7.980798,0.149039,-0.048330,-0.061116,1
531,7.995736,0.146294,-0.049674,-0.060790,1
532,8.010853,0.144958,-0.050985,-0.060064,1
533,8.025938,0.144573,-0.052052,-0.059042,1
534,8.040898,0.143946,-0.052752,-0.057882,1
535,8.056053,0.142508,-0.053002,-0.056440,1
536,8.071058,0.141064,-0.052910,-0.054901,1
537,8.086076,0.141246,-0.052935,-0.053559,1
538,8.101158,0.142426,-0.053068,-0.052389,1
539,8.116179,0.141686,-0.053137,-0.051985,1
540,8.131316,0.139247,-0.053420,-0.052203,1
541,8.146280,0.137231,-0.053757,-0.052158,1
542,8.161325,0.136636,-0.053808,-0.051457,1
543,8.176232,0.137589,-0.053863,-0.050708,1
544,8.191421,0.138894,-0.053962,-0.050230,1
545,8.206576,0.138719,-0.053660,-0.050113,1
546,8.221539,0.137475,-0.052828,-0.050418,1
547,8.236618,0.136495,-0.051727,-0.050499,1
548,8.251846,0.136785,-0.050741,-0.049883,1
549,8.266631,0.137753,-0.050045,-0.048983,1
550,8.281740,0.137716,-0.049613,-0.048611,1
551,8.296639,0.137064,-0.049416,-0.048589,1
552,8.311775,0.136754,-0.049455,-0.048579,1
553,8.326787,0.136408,-0.049778,-0.048872,1
554,8.341900,0.136064,-0.050358,-0.049458,1
555,8.356883,0.136550,-0.050882,-0.049810,1
556,8.372071,0.137895,-0.050804,-0.049597,1
557,8.386922,0.139213,-0.049882,-0.049481,1
558,8.402036,0.139868,-0.048422,-0.049774,1
559,8.416959,0.140729,-0.047065,-0.050081,1
560,8.432146,0.142007,-0.046267,-0.049833,1
561,8.447108,0.144062,-0.046200,-0.049094,1
562,8.462231,0.146373,-0.046713,-0.048448,1
563,8.477176,0.148255,-0.047428,-0.048185,1
564,8.492825,0.149217,-0.047840,-0.048073,1
565,8.507336,0.150077,-0.047892,-0.048082,1
566,8.522453,0.151912,-0.047915,-0.047986,1
567,8.537315,0.154819,-0.047822,-0.047689,1
568,8.552461,0.157410,-0.047291,-0.047379,1
569,8.567542,0.159252,-0.046880,-0.047344,1
570,8.582598,0.161549,-0.047307,-0.047078,1
571,8.597608,0.163941,-0.048331,-0.046164,1
572,8.612616,0.164443,-0.049736,-0.045257,1
573,8.627884,0.163326,-0.051374,-0.044502,1
574,8.642816,0.162303,-0.052864,-0.043426,1
575,8.657752,0.162089,-0.054385,-0.042189,1
576,8.672809,0.161337,-0.055964,-0.041314,1
577,8.687918,0.159189,-0.057457,-0.041142,1
578,8.702985,0.155947,-0.059052,-0.041667,1
579,8.717926,0.152924,-0.061373,-0.042225,1
580,8.733100,0.151035,-0.064413,-0.042445,1
581,8.748108,0.149875,-0.067343,-0.042537,1
582,8.763092,0.148658,-0.069565,-0.042880,1
583,8.778069,0.148139,-0.071075,-0.043498,1
584,8.793191,0.149031,-0.071745,-0.043896,1
585,8.808235,0.151021,-0.071878,-0.043885,1
586,8.823324,0.153132,-0.072001,-0.043542,1
587,8.838269,0.155228,-0.072315,-0.042671,1
588,8.853401,0.157815,-0.072861,-0.041197,1
589,8.868402,0.159222,-0.073496,-0.039678,1
590,8.883485,0.158489,-0.074454,-0.039156,1
591,8.898471,0.156572,-0.075934,-0.039154,1
592,8.913604,0.154187,-0.077374,-0.038435,1
593,8.928912,0.151382,-0.077771,-0.036821,1
594,8.943689,0.148675,-0.077066,-0.035176,1
595,8.958660,0.146005,-0.076353,-0.033701,1
596,8.973741,0.142557,-0.076904,-0.032301,1
597,8.988825,0.138450,-0.079782,-0.031049,1
598,9.003936,0.134079,-0.085096,-0.029613,1
599,9.018686,0.130808,-0.091651,-0.027574,1
600,9.033871,0.129799,-0.098050,-0.025041,1
601,9.048872,0.128982,-0.102986,-0.022380,1
602,9.064156,0.126348,-0.105640,-0.020710,1
603,9.079007,0.122543,-0.106127,-0.020568,1
604,9.094238,0.118624,-0.104918,-0.021185,1
605,9.109202,0.115232,-0.102329,-0.021451,1
606,9.124247,0.114166,-0.098483,-0.020948,1
607,9.139218,0.115048,-0.093371,-0.019131,1
608,9.154207,0.115574,-0.087680,-0.016111,1
609,9.169227,0.114977,-0.082600,-0.012118,1
610,9.184531,0.114997,-0.078747,-0.006991,1
611,9.199284,0.117313,-0.076378,-0.001482,1
612,9.214709,0.121746,-0.075964,0.002938,1
613,9.229697,0.126621,-0.078499,0.006024,1
614,9.244636,0.129567,-0.084219,0.008528,1
615,9.259575,0.128435,-0.091691,0.011567,1
616,9.274625,0.123664,-0.098765,0.014654,1
617,9.289822,0.117385,-0.104025,0.016388,1
618,9.304783,0.110648,-0.107524,0.016216,1
619,9.319732,0.103420,-0.110458,0.014027,1
620,9.334800,0.095311,-0.114342,0.010378,1
621,9.349920,0.087707,-0.118874,0.006718,1
622,9.364943,0.081811,-0.122261,0.003562,1
623,9.379854,0.075496,-0.123091,0.000178,1
624,9.394990,0.067023,-0.121639,-0.004123,1
625,9.410094,0.057290,-0.118886,-0.009169,1
626,9.425084,0.048330,-0.115760,-0.013797,1
627,9.440037,0.041220,-0.112866,-0.017401,1
628,9.455242,0.036106,-0.110699,-0.020457,1
629,9.470314,0.032458,-0.109876,-0.022980,1
630,9.485312,0.030117,-0.110533,-0.024612,1
631,9.500271,0.029311,-0.111818,-0.024927,1
632,9.516413,0.029882,-0.112515,-0.023919,1
633,9.530404,0.031614,-0.112020,-0.022408,1
634,9.545558,0.032273,-0.110094,-0.021901,1
635,9.560454,0.028856,-0.107089,-0.023359,1
636,9.575599,0.021721,-0.103781,-0.026076,1
637,9.590576,0.014519,-0.100485,-0.028407,1
638,9.605582,0.010547,-0.097812,-0.030216,1
639,9.620516,0.009675,-0.096602,-0.031755,1
640,9.635716,0.011239,-0.097696,-0.032802,1
641,9.650716,0.013933,-0.101513,-0.032716,1
642,9.665798,0.015444,-0.107213,-0.031744,1
643,9.680814,0.014029,-0.113818,-0.031533,1
644,9.695983,0.010007,-0.121093,-0.032739,1
645,9.711063,0.005754,-0.128031,-0.034288,1
646,9.726054,0.002981,-0.133328,-0.034942,1
647,9.741014,0.001106,-0.136525,-0.034611,1
648,9.756439,-0.000405,-0.137869,-0.033724,1
649,9.772386,-0.001634,-0.137742,-0.032268,1
650,9.786195,-0.001811,-0.136133,-0.030110,1
651,9.801289,-0.001330,-0.133298,-0.027709,1
652,9.816294,-0.001144,-0.130222,-0.026050,1
653,9.831625,-0.000203,-0.127776,-0.025457,1
654,9.846352,0.001480,-0.126472,-0.025063,1
655,9.861523,0.003837,-0.125815,-0.023598,1
656,9.876511,0.007546,-0.124926,-0.020603,1
657,9.891438,0.012786,-0.123246,-0.016607,1
658,9.906557,0.019417,-0.120786,-0.012343,1
659,9.921625,0.027206,-0.117941,-0.008432,1
660,9.936671,0.034383,-0.115395,-0.005786,1
661,9.951735,0.039927,-0.113850,-0.004793,1
662,9.966756,0.043325,-0.113264,-0.004759,1
663,9.981848,0.045023,-0.113163,-0.004660,1
664,9.996959,0.047185,-0.112355,-0.003886,1
665,10.014272,0.051471,-0.110730,-0.002509,1
666,10.027365,0.058691,-0.108972,-0.000694,1
667,10.041916,0.067050,-0.107156,0.001283,1
668,10.057062,0.073879,-0.105271,0.003271,1
669,10.072086,0.079098,-0.103582,0.005291,1
670,10.087152,0.084320,-0.102329,0.007158,1
671,10.101979,0.090364,-0.102167,0.008755,1
672,10.117283,0.097255,-0.102959,0.009906,1
673,10.132236,0.103161,-0.104279,0.010559,1
674,10.147258,0.108184,-0.105873,0.010805,1
675,10.162281,0.112861,-0.107756,0.010682,1
676,10.177392,0.116678,-0.110244,0.010262,1
677,10.192332,0.119386,-0.113815,0.009809,1
678,10.207513,0.121451,-0.118392,0.009788,1
679,10.222517,0.123961,-0.123257,0.010035,1
680,10.237634,0.126226,-0.127719,0.010008,1
681,10.252533,0.126892,-0.131459,0.009628,1
682,10.267663,0.125493,-0.134190,0.009439,1
683,10.282611,0.122128,-0.135710,0.009544,1
684,10.297893,0.118614,-0.136739,0.009287,1
685,10.312923,0.116881,-0.138425,0.008558,1
686,10.327884,0.117274,-0.141048,0.007889,1
687,10.342936,0.118928,-0.143860,0.007748,1
688,10.357900,0.120220,-0.146248,0.008301,1
689,10.372876,0.120693,-0.147631,0.009558,1
690,10.388023,0.119737,-0.147627,0.011173,1
691,10.403085,0.117945,-0.146831,0.012294,1
692,10.418119,0.117062,-0.146298,0.012449,1
693,10.433229,0.117251,-0.146883,0.012034,1
694,10.448285,0.117306,-0.148530,0.011607,1
695,10.463157,0.116998,-0.149997,0.011628,1
696,10.478408,0.117208,-0.150586,0.011862,1
697,10.493713,0.117622,-0.150237,0.011996,1
698,10.508370,0.117331,-0.149344,0.011845,1
699,10.523414,0.116405,-0.148121,0.011548,1
700,10.538482,0.115613,-0.146584,0.011249,1
701,10.553489,0.114825,-0.145082,0.011093,1
702,10.568544,0.113775,-0.144251,0.011217,1
703,10.583506,0.112581,-0.144243,0.011804,1
704,10.598796,0.111663,-0.144335,0.013041,1
705,10.613847,0.111139,-0.143656,0.014796,1
706,10.628847,0.110043,-0.141942,0.016456,1
707,10.643703,0.107821,-0.139795,0.017386,1
708,10.658893,0.105625,-0.137809,0.017340,1
709,10.673884,0.105071,-0.136128,0.016825,1
710,10.688924,0.105464,-0.134854,0.016564,1
711,10.703838,0.105371,-0.134006,0.016408,1
712,10.719070,0.104882,-0.133269,0.015795,1
